2018.03.12.11.01.10,  Creating HP: success
2018.03.12.11.01.36,  reading HP: -1.174747277E-07

2018.03.12.11.01.36, -1.174747277e-07

2018.03.12.11.01.36,  reading HP: -1.087892529E-07

2018.03.12.11.01.37, -1.087892529e-07

2018.03.12.11.01.37,  reading HP:  2.208171574E-09

2018.03.12.11.01.38, 2.208171574e-09

2018.03.12.11.01.38,  reading HP:  4.416343148E-09

2018.03.12.11.01.39, 4.416343148e-09

2018.03.12.11.01.39,  reading HP:  5.711803804E-08

2018.03.12.11.01.40, 5.711803804e-08

2018.03.12.11.01.40,  reading HP: -7.301687338E-08

2018.03.12.11.01.41, -7.301687338e-08

2018.03.12.11.01.41,  writing to HP: LINE?
2018.03.12.11.01.42,  reading HP:  49.9915439E+00

Spread sheet row 3
2018.03.12.11.01.42,  writing to HP: ERR?
2018.03.12.11.01.42,  reading HP: 0

meter ESR = 0


2018.03.12.11.01.42,  writing to HP: DCV 1.0
2018.03.12.11.01.42,  writing to HP: LFREQ LINE
2018.03.12.11.01.46,  reading HP: -1.765576475E-08

2018.03.12.11.01.46, -1.765576475e-08

2018.03.12.11.01.46,  reading HP:  7.209437272E-08

2018.03.12.11.01.46, 7.209437272e-08

2018.03.12.11.01.46,  reading HP:  5.149598051E-08

2018.03.12.11.01.47, 5.149598051e-08

2018.03.12.11.01.47,  reading HP: -1.265329807E-07

2018.03.12.11.01.48, -1.265329807e-07

2018.03.12.11.01.48,  reading HP: -1.177050983E-08

2018.03.12.11.01.49, -1.177050983e-08

2018.03.12.11.01.49,  reading HP: -1.912707848E-08

2018.03.12.11.01.50, -1.912707848e-08

2018.03.12.11.01.50,  reading HP: -7.797962763E-08

2018.03.12.11.01.50, -7.797962763e-08

2018.03.12.11.01.50,  reading HP: -1.177050983E-08

2018.03.12.11.01.51, -1.177050983e-08

2018.03.12.11.01.51,  reading HP: -7.356568645E-08

2018.03.12.11.01.52, -7.356568645e-08

2018.03.12.11.01.52,  reading HP: -6.768043153E-08

2018.03.12.11.01.53, -6.768043153e-08

2018.03.12.11.01.53,  reading HP: -8.533619628E-08

2018.03.12.11.01.54, -8.533619628e-08

2018.03.12.11.01.54,  reading HP: -1.177050983E-08

2018.03.12.11.01.55, -1.177050983e-08

2018.03.12.11.01.55,  reading HP: -5.590992170E-08

2018.03.12.11.01.55, -5.59099217e-08

2018.03.12.11.01.55,  reading HP: -6.915174526E-08

2018.03.12.11.01.56, -6.915174526e-08

2018.03.12.11.01.56,  reading HP: -1.044632748E-07

2018.03.12.11.01.57, -1.044632748e-07

2018.03.12.11.01.57,  reading HP: -6.473780407E-08

2018.03.12.11.01.58, -6.473780407e-08

2018.03.12.11.01.58,  reading HP: -6.179517661E-08

2018.03.12.11.01.59, -6.179517661e-08

2018.03.12.11.01.59,  reading HP: -5.590992170E-08

2018.03.12.11.01.59, -5.59099217e-08

2018.03.12.11.01.59,  reading HP: -9.122145119E-08

2018.03.12.11.02.00, -9.122145119e-08

2018.03.12.11.02.00,  reading HP: -8.239356882E-08

2018.03.12.11.02.01, -8.239356882e-08

2018.03.12.11.02.01,  writing to HP: LINE?
2018.03.12.11.02.02,  reading HP:  49.9970332E+00

Spread sheet row 4
2018.03.12.11.02.02,  writing to HP: ERR?
2018.03.12.11.02.02,  reading HP: 0

meter ESR = 0


2018.03.12.11.02.02,  writing to HP: DCV 10.0
2018.03.12.11.02.02,  writing to HP: LFREQ LINE
2018.03.12.11.02.07,  reading HP:  1.765989293E-07

2018.03.12.11.02.07, 1.765989293e-07

2018.03.12.11.02.07,  reading HP:  2.060320842E-07

2018.03.12.11.02.07, 2.060320842e-07

2018.03.12.11.02.07,  reading HP:  2.648983940E-07

2018.03.12.11.02.08, 2.64898394e-07

2018.03.12.11.02.08,  reading HP:  2.207486617E-07

2018.03.12.11.02.09, 2.207486617e-07

2018.03.12.11.02.09,  reading HP:  2.354652391E-07

2018.03.12.11.02.09, 2.354652391e-07

2018.03.12.11.02.09,  reading HP:  8.829946467E-08

2018.03.12.11.02.10, 8.829946467e-08

2018.03.12.11.02.10,  reading HP:  1.324491970E-07

2018.03.12.11.02.11, 1.32449197e-07

2018.03.12.11.02.11,  reading HP:  1.471657744E-07

2018.03.12.11.02.12, 1.471657744e-07

2018.03.12.11.02.12,  reading HP: -2.943315489E-08

2018.03.12.11.02.13, -2.943315489e-08

2018.03.12.11.02.13,  reading HP:  4.414973233E-08

2018.03.12.11.02.13, 4.414973233e-08

2018.03.12.11.02.13,  reading HP:  2.943315489E-07

2018.03.12.11.02.14, 2.943315489e-07

2018.03.12.11.02.14,  reading HP:  1.030160421E-07

2018.03.12.11.02.15, 1.030160421e-07

2018.03.12.11.02.15,  reading HP:  8.829946467E-08

2018.03.12.11.02.16, 8.829946467e-08

2018.03.12.11.02.16,  reading HP:  3.384812812E-07

2018.03.12.11.02.17, 3.384812812e-07

2018.03.12.11.02.17,  reading HP:  1.471657744E-07

2018.03.12.11.02.18, 1.471657744e-07

2018.03.12.11.02.18,  reading HP:  3.237647038E-07

2018.03.12.11.02.18, 3.237647038e-07

2018.03.12.11.02.18,  reading HP:  4.414973233E-08

2018.03.12.11.02.19, 4.414973233e-08

2018.03.12.11.02.19,  reading HP:  4.120641684E-07

2018.03.12.11.02.20, 4.120641684e-07

2018.03.12.11.02.20,  reading HP:  1.177326196E-07

2018.03.12.11.02.21, 1.177326196e-07

2018.03.12.11.02.21,  reading HP:  2.943315489E-08

2018.03.12.11.02.22, 2.943315489e-08

2018.03.12.11.02.22,  writing to HP: LINE?
2018.03.12.11.02.23,  reading HP:  50.0416337E+00

Spread sheet row 5
2018.03.12.11.02.23,  writing to HP: ERR?
2018.03.12.11.02.23,  reading HP: 0

meter ESR = 0


2018.03.12.11.02.23,  writing to HP: DCV 100.0
2018.03.12.11.02.23,  writing to HP: LFREQ LINE
2018.03.12.11.02.27,  reading HP: -8.250937336E-06

2018.03.12.11.02.27, -8.250937336e-06

2018.03.12.11.02.27,  reading HP: -1.591252201E-05

2018.03.12.11.02.28, -1.591252201e-05

2018.03.12.11.02.28,  reading HP: -2.578417918E-05

2018.03.12.11.02.28, -2.578417918e-05

2018.03.12.11.02.28,  reading HP: -2.593151734E-05

2018.03.12.11.02.29, -2.593151734e-05

2018.03.12.11.02.29,  reading HP: -1.473381667E-06

2018.03.12.11.02.30, -1.473381667e-06

2018.03.12.11.02.30,  reading HP:  6.188203002E-06

2018.03.12.11.02.31, 6.188203002e-06

2018.03.12.11.02.31,  reading HP: -8.398275503E-06

2018.03.12.11.02.32, -8.398275503e-06

2018.03.12.11.02.32,  reading HP: -1.576518384E-05

2018.03.12.11.02.33, -1.576518384e-05

2018.03.12.11.02.33,  reading HP: -2.048000517E-05

2018.03.12.11.02.33, -2.048000517e-05

2018.03.12.11.02.33,  reading HP: -2.431079751E-05

2018.03.12.11.02.34, -2.431079751e-05

2018.03.12.11.02.34,  reading HP: -2.725756084E-05

2018.03.12.11.02.35, -2.725756084e-05

2018.03.12.11.02.35,  reading HP: -9.576980837E-06

2018.03.12.11.02.36, -9.576980837e-06

2018.03.12.11.02.36,  reading HP: -9.282304503E-06

2018.03.12.11.02.37, -9.282304503e-06

2018.03.12.11.02.37,  reading HP: -1.885928534E-05

2018.03.12.11.02.38, -1.885928534e-05

2018.03.12.11.02.38,  reading HP: -1.635453651E-05

2018.03.12.11.02.38, -1.635453651e-05

2018.03.12.11.02.38,  reading HP:  1.252374417E-05

2018.03.12.11.02.39, 1.252374417e-05

2018.03.12.11.02.39,  reading HP: -1.547050751E-05

2018.03.12.11.02.40, -1.547050751e-05

2018.03.12.11.02.40,  reading HP: -1.502849301E-05

2018.03.12.11.02.41, -1.502849301e-05

2018.03.12.11.02.41,  reading HP: -2.769957534E-05

2018.03.12.11.02.42, -2.769957534e-05

2018.03.12.11.02.42,  reading HP: -1.370244950E-05

2018.03.12.11.02.43, -1.37024495e-05

2018.03.12.11.02.43,  writing to HP: LINE?
2018.03.12.11.02.44,  reading HP:  50.0389926E+00

Spread sheet row 6
2018.03.12.11.02.44,  writing to HP: ERR?
2018.03.12.11.02.44,  reading HP: 0

meter ESR = 0


2018.03.12.11.02.44,  writing to HP: DCV 1000.0
2018.03.12.11.02.44,  writing to HP: LFREQ LINE
2018.03.12.11.02.48,  reading HP:  0.000000000E-01

2018.03.12.11.02.48, 0.0

2018.03.12.11.02.48,  reading HP:  2.504858603E-05

2018.03.12.11.02.48, 2.504858603e-05

2018.03.12.11.02.48,  reading HP:  1.473446237E-06

2018.03.12.11.02.49, 1.473446237e-06

2018.03.12.11.02.49,  reading HP:  1.915480108E-05

2018.03.12.11.02.50, 1.915480108e-05

2018.03.12.11.02.50,  reading HP:  8.840677421E-06

2018.03.12.11.02.51, 8.840677421e-06

2018.03.12.11.02.51,  reading HP:  2.504858603E-05

2018.03.12.11.02.52, 2.504858603e-05

2018.03.12.11.02.52,  reading HP:  8.840677421E-06

2018.03.12.11.02.53, 8.840677421e-06

2018.03.12.11.02.53,  reading HP:  5.157061829E-05

2018.03.12.11.02.53, 5.157061829e-05

2018.03.12.11.02.53,  reading HP:  1.915480108E-05

2018.03.12.11.02.54, 1.915480108e-05

2018.03.12.11.02.54,  reading HP: -3.241581721E-05

2018.03.12.11.02.55, -3.241581721e-05

2018.03.12.11.02.55,  reading HP:  2.357513979E-05

2018.03.12.11.02.56, 2.357513979e-05

2018.03.12.11.02.56,  reading HP:  5.893784948E-06

2018.03.12.11.02.57, 5.893784948e-06

2018.03.12.11.02.57,  reading HP:  3.241581721E-05

2018.03.12.11.02.58, 3.241581721e-05

2018.03.12.11.02.58,  reading HP:  8.840677421E-06

2018.03.12.11.02.58, 8.840677421e-06

2018.03.12.11.02.58,  reading HP:  7.367231184E-06

2018.03.12.11.02.59, 7.367231184e-06

2018.03.12.11.02.59,  reading HP:  8.840677421E-06

2018.03.12.11.03.00, 8.840677421e-06

2018.03.12.11.03.00,  reading HP:  1.326101613E-05

2018.03.12.11.03.01, 1.326101613e-05

2018.03.12.11.03.01,  reading HP:  3.388926345E-05

2018.03.12.11.03.02, 3.388926345e-05

2018.03.12.11.03.02,  reading HP: -3.388926345E-05

2018.03.12.11.03.03, -3.388926345e-05

2018.03.12.11.03.03,  reading HP:  2.946892474E-05

2018.03.12.11.03.03, 2.946892474e-05

2018.03.12.11.03.03,  writing to HP: LINE?
2018.03.12.11.03.05,  reading HP:  50.0011934E+00

Make safe sent. status is:
Meter True
